license_code,username,description,license_type,position_id,mount_count,start_time
265110,(-),mat1dasaran,standart,128,1,0
329848,(-),mat1dasaran,standart,128,1,0
971827,(-),mat1dasaran,standart,128,1,0
007408,(-),mat1dasaran,standart,128,1,0
641746,(-),mat1dasaran,standart,128,1,0
867819,(-),mat1dasaran,standart,128,1,0
758180,(-),mat1dasaran,standart,128,1,0
316418,(-),mat1dasaran,standart,128,1,0
312301,(-),mat1dasaran,standart,128,1,0
022715,(-),mat1dasaran,standart,128,1,0
684907,(-),mat1dasaran,standart,128,1,0
591681,(-),mat1dasaran,standart,128,1,0
360504,(-),mat1dasaran,standart,128,1,0
853814,(-),mat1dasaran,standart,128,1,0
827415,(-),mat1dasaran,standart,128,1,0
598034,(-),mat1dasaran,standart,128,1,0
312058,(-),mat1dasaran,standart,128,1,0
529391,(-),mat1dasaran,standart,128,1,0
839520,(-),mat1dasaran,standart,128,1,0
929734,(-),mat1dasaran,standart,128,1,0
410725,(-),mat1dasaran,standart,128,1,0
084525,(-),mat1dasaran,standart,128,1,0
887610,(-),mat1dasaran,standart,128,1,0
730312,(-),mat1dasaran,standart,128,1,0
682388,(-),mat1dasaran,standart,128,1,0
440217,(-),mat1dasaran,standart,128,1,0
557638,(-),mat1dasaran,standart,128,1,0
471432,(-),mat1dasaran,standart,128,1,0
644347,(-),mat1dasaran,standart,128,1,0
219252,(-),mat1dasaran,standart,128,1,0
705017,(-),mat1dasaran,standart,128,1,0
502500,(-),mat1dasaran,standart,128,1,0
473146,(-),mat1dasaran,standart,128,1,0
415108,(-),mat1dasaran,standart,128,1,0
405638,(-),mat1dasaran,standart,128,1,0
477828,(-),mat1dasaran,standart,128,1,0
754352,(-),mat1dasaran,standart,128,1,0
903039,(-),mat1dasaran,standart,128,1,0
628970,(-),mat1dasaran,standart,128,1,0
291370,(-),mat1dasaran,standart,128,1,0
263561,(-),mat1dasaran,standart,128,1,0
385527,(-),mat1dasaran,standart,128,1,0
898490,(-),mat1dasaran,standart,128,1,0
912646,(-),mat1dasaran,standart,128,1,0
983691,(-),mat1dasaran,standart,128,1,0
767828,(-),mat1dasaran,standart,128,1,0
126959,(-),mat1dasaran,standart,128,1,0
211633,(-),mat1dasaran,standart,128,1,0
691716,(-),mat1dasaran,standart,128,1,0
464465,(-),mat1dasaran,standart,128,1,0
143855,(-),mat1dasaran,standart,128,1,0
931379,(-),mat1dasaran,standart,128,1,0
522514,(-),mat1dasaran,standart,128,1,0
637916,(-),mat1dasaran,standart,128,1,0
039486,(-),mat1dasaran,standart,128,1,0
496371,(-),mat1dasaran,standart,128,1,0
171867,(-),mat1dasaran,standart,128,1,0
730698,(-),mat1dasaran,standart,128,1,0
731851,(-),mat1dasaran,standart,128,1,0
281275,(-),mat1dasaran,standart,128,1,0
651050,(-),mat1dasaran,standart,128,1,0
899368,(-),mat1dasaran,standart,128,1,0
373569,(-),mat1dasaran,standart,128,1,0
062033,(-),mat1dasaran,standart,128,1,0
389488,(-),mat1dasaran,standart,128,1,0
084124,(-),mat1dasaran,standart,128,1,0
271470,(-),mat1dasaran,standart,128,1,0
196558,(-),mat1dasaran,standart,128,1,0
253928,(-),mat1dasaran,standart,128,1,0
997036,(-),mat1dasaran,standart,128,1,0
940957,(-),mat1dasaran,standart,128,1,0
110774,(-),mat1dasaran,standart,128,1,0
504065,(-),mat1dasaran,standart,128,1,0
521528,(-),mat1dasaran,standart,128,1,0
562795,(-),mat1dasaran,standart,128,1,0
219999,(-),mat1dasaran,standart,128,1,0
429005,(-),mat1dasaran,standart,128,1,0
627790,(-),mat1dasaran,standart,128,1,0
165052,(-),mat1dasaran,standart,128,1,0
646007,(-),mat1dasaran,standart,128,1,0
435644,(-),mat1dasaran,standart,128,1,0
090008,(-),mat1dasaran,standart,128,1,0
812597,(-),mat1dasaran,standart,128,1,0
623217,(-),mat1dasaran,standart,128,1,0
391818,(-),mat1dasaran,standart,128,1,0
426696,(-),mat1dasaran,standart,128,1,0
024998,(-),mat1dasaran,standart,128,1,0
789815,(-),mat1dasaran,standart,128,1,0
582207,(-),mat1dasaran,standart,128,1,0
242859,(-),mat1dasaran,standart,128,1,0
678493,(-),mat1dasaran,standart,128,1,0
370513,(-),mat1dasaran,standart,128,1,0
491731,(-),mat1dasaran,standart,128,1,0
359868,(-),mat1dasaran,standart,128,1,0
380177,(-),mat1dasaran,standart,128,1,0
142115,(-),mat1dasaran,standart,128,1,0
334495,(-),mat1dasaran,standart,128,1,0
776685,(-),mat1dasaran,standart,128,1,0
791627,(-),mat1dasaran,standart,128,1,0
210870,(-),mat1dasaran,standart,128,1,0
947646,(-),mat1dasaran,standart,128,1,0
047908,(-),mat1dasaran,standart,128,1,0
553777,(-),mat1dasaran,standart,128,1,0
834509,(-),mat1dasaran,standart,128,1,0
498976,(-),mat1dasaran,standart,128,1,0
432406,(-),mat1dasaran,standart,128,1,0
658951,(-),mat1dasaran,standart,128,1,0
595663,(-),mat1dasaran,standart,128,1,0
399460,(-),mat1dasaran,standart,128,1,0
643868,(-),mat1dasaran,standart,128,1,0
764660,(-),mat1dasaran,standart,128,1,0
505033,(-),mat1dasaran,standart,128,1,0
678530,(-),mat1dasaran,standart,128,1,0
799710,(-),mat1dasaran,standart,128,1,0
078111,(-),mat1dasaran,standart,128,1,0
027425,(-),mat1dasaran,standart,128,1,0
407302,(-),mat1dasaran,standart,128,1,0
141664,(-),mat1dasaran,standart,128,1,0
851105,(-),mat1dasaran,standart,128,1,0
065049,(-),mat1dasaran,standart,128,1,0
599795,(-),mat1dasaran,standart,128,1,0
515274,(-),mat1dasaran,standart,128,1,0
774473,(-),mat1dasaran,standart,128,1,0
422718,(-),mat1dasaran,standart,128,1,0
270930,(-),mat1dasaran,standart,128,1,0
463038,(-),mat1dasaran,standart,128,1,0
925879,(-),mat1dasaran,standart,128,1,0
652398,(-),mat1dasaran,standart,128,1,0
672572,(-),mat1dasaran,standart,128,1,0
027320,(-),mat1dasaran,standart,128,1,0
550171,(-),mat1dasaran,standart,128,1,0
310743,(-),mat1dasaran,standart,128,1,0
032663,(-),mat1dasaran,standart,128,1,0
969098,(-),mat1dasaran,standart,128,1,0
068678,(-),mat1dasaran,standart,128,1,0
407219,(-),mat1dasaran,standart,128,1,0
901998,(-),mat1dasaran,standart,128,1,0
413028,(-),mat1dasaran,standart,128,1,0
893592,(-),mat1dasaran,standart,128,1,0
817591,(-),mat1dasaran,standart,128,1,0
952817,(-),mat1dasaran,standart,128,1,0
022707,(-),mat1dasaran,standart,128,1,0
658023,(-),mat1dasaran,standart,128,1,0
486967,(-),mat1dasaran,standart,128,1,0
180427,(-),mat1dasaran,standart,128,1,0
886063,(-),mat1dasaran,standart,128,1,0
921282,(-),mat1dasaran,standart,128,1,0
966840,(-),mat1dasaran,standart,128,1,0
140676,(-),mat1dasaran,standart,128,1,0
767053,(-),mat1dasaran,standart,128,1,0
326538,(-),mat1dasaran,standart,128,1,0
376761,(-),mat1dasaran,standart,128,1,0
900333,(-),mat1dasaran,standart,128,1,0
325999,(-),mat1dasaran,standart,128,1,0
823896,(-),mat1dasaran,standart,128,1,0
452867,(-),mat1dasaran,standart,128,1,0
536427,(-),mat1dasaran,standart,128,1,0
944820,(-),mat1dasaran,standart,128,1,0
723340,(-),mat1dasaran,standart,128,1,0
449012,(-),mat1dasaran,standart,128,1,0
906322,(-),mat1dasaran,standart,128,1,0
303885,(-),mat1dasaran,standart,128,1,0
705456,(-),mat1dasaran,standart,128,1,0
486642,(-),mat1dasaran,standart,128,1,0
305599,(-),mat1dasaran,standart,128,1,0
115477,(-),mat1dasaran,standart,128,1,0
434378,(-),mat1dasaran,standart,128,1,0
619263,(-),mat1dasaran,standart,128,1,0
419768,(-),mat1dasaran,standart,128,1,0
234068,(-),mat1dasaran,standart,128,1,0
710156,(-),mat1dasaran,standart,128,1,0
561775,(-),mat1dasaran,standart,128,1,0
701641,(-),mat1dasaran,standart,128,1,0
699322,(-),mat1dasaran,standart,128,1,0
750265,(-),mat1dasaran,standart,128,1,0
574933,(-),mat1dasaran,standart,128,1,0
280457,(-),mat1dasaran,standart,128,1,0
304050,(-),mat1dasaran,standart,128,1,0
149980,(-),mat1dasaran,standart,128,1,0
295521,(-),mat1dasaran,standart,128,1,0
981051,(-),mat1dasaran,standart,128,1,0
933274,(-),mat1dasaran,standart,128,1,0
884954,(-),mat1dasaran,standart,128,1,0
891108,(-),mat1dasaran,standart,128,1,0
907647,(-),mat1dasaran,standart,128,1,0
400357,(-),mat1dasaran,standart,128,1,0
388807,(-),mat1dasaran,standart,128,1,0
069679,(-),mat1dasaran,standart,128,1,0
477481,(-),mat1dasaran,standart,128,1,0
008712,(-),mat1dasaran,standart,128,1,0
031606,(-),mat1dasaran,standart,128,1,0
346485,(-),mat1dasaran,standart,128,1,0
316368,(-),mat1dasaran,standart,128,1,0
788788,(-),mat1dasaran,standart,128,1,0
878848,(-),mat1dasaran,standart,128,1,0
520374,(-),mat1dasaran,standart,128,1,0
086265,(-),mat1dasaran,standart,128,1,0
319704,(-),mat1dasaran,standart,128,1,0
174329,(-),mat1dasaran,standart,128,1,0
492501,(-),mat1dasaran,standart,128,1,0
551119,(-),mat1dasaran,standart,128,1,0
037292,(-),mat1dasaran,standart,128,1,0
747603,(-),mat1dasaran,standart,128,1,0
527821,(-),mat1dasaran,standart,128,1,0
368432,(-),mat1dasaran,standart,128,1,0
797474,(-),mat1dasaran,standart,128,1,0
874065,(-),mat1dasaran,standart,128,1,0
436568,(-),mat1dasaran,standart,128,1,0
466233,(-),mat1dasaran,standart,128,1,0
800905,(-),mat1dasaran,standart,128,1,0
304768,(-),mat1dasaran,standart,128,1,0
467711,(-),mat1dasaran,standart,128,1,0
668626,(-),mat1dasaran,standart,128,1,0
943628,(-),mat1dasaran,standart,128,1,0
369961,(-),mat1dasaran,standart,128,1,0
028542,(-),mat1dasaran,standart,128,3,0
154333,(-),mat1dasaran,standart,128,3,0
344045,(-),mat1dasaran,standart,128,3,0
390687,(-),mat1dasaran,standart,128,3,0
929724,(-),mat1dasaran,standart,128,3,0
933179,(-),mat1dasaran,standart,128,3,0
727999,(-),mat1dasaran,standart,128,3,0
776849,(-),mat1dasaran,standart,128,3,0
374562,(-),mat1dasaran,standart,128,3,0
655317,(-),mat1dasaran,standart,128,3,0
019755,(-),mat1dasaran,standart,128,3,0
502867,(-),mat1dasaran,standart,128,3,0
624306,(-),mat1dasaran,standart,128,3,0
387413,(-),mat1dasaran,standart,128,3,0
454427,(-),mat1dasaran,standart,128,3,0
332817,(-),mat1dasaran,standart,128,3,0
329790,(-),mat1dasaran,standart,128,3,0
547248,(-),mat1dasaran,standart,128,3,0
994502,(-),mat1dasaran,standart,128,3,0
198289,(-),mat1dasaran,standart,128,3,0
259489,(-),mat1dasaran,standart,128,3,0
977044,(-),mat1dasaran,standart,128,3,0
190848,(-),mat1dasaran,standart,128,3,0
958625,(-),mat1dasaran,standart,128,3,0
304163,(-),mat1dasaran,standart,128,3,0
189672,(-),mat1dasaran,standart,128,3,0
091088,(-),mat1dasaran,standart,128,3,0
653041,(-),mat1dasaran,standart,128,3,0
480017,(-),mat1dasaran,standart,128,3,0
473861,(-),mat1dasaran,standart,128,3,0
645809,(-),mat1dasaran,standart,128,3,0
456787,(-),mat1dasaran,standart,128,3,0
956659,(-),mat1dasaran,standart,128,3,0
451593,(-),mat1dasaran,standart,128,3,0
206493,(-),mat1dasaran,standart,128,3,0
170512,(-),mat1dasaran,standart,128,3,0
581946,(-),mat1dasaran,standart,128,3,0
789341,(-),mat1dasaran,standart,128,3,0
764707,(-),mat1dasaran,standart,128,3,0
300740,(-),mat1dasaran,standart,128,3,0
486183,(-),mat1dasaran,standart,128,3,0
111926,(-),mat1dasaran,standart,128,3,0
911884,(-),mat1dasaran,standart,128,3,0
989178,(-),mat1dasaran,standart,128,3,0
077054,(-),mat1dasaran,standart,128,3,0
343243,(-),mat1dasaran,standart,128,3,0
847600,(-),mat1dasaran,standart,128,3,0
361258,(-),mat1dasaran,standart,128,3,0
447792,(-),mat1dasaran,standart,128,3,0
823254,(-),mat1dasaran,standart,128,3,0
793597,(-),mat1dasaran,standart,128,3,0
529177,(-),mat1dasaran,standart,128,3,0
499168,(-),mat1dasaran,standart,128,3,0
334242,(-),mat1dasaran,standart,128,3,0
928409,(-),mat1dasaran,standart,128,3,0
043060,(-),mat1dasaran,standart,128,3,0
476934,(-),mat1dasaran,standart,128,3,0
366605,(-),mat1dasaran,standart,128,3,0
950273,(-),mat1dasaran,standart,128,3,0
461077,(-),mat1dasaran,standart,128,3,0
160900,(-),mat1dasaran,standart,128,3,0
897433,(-),mat1dasaran,standart,128,3,0
693643,(-),mat1dasaran,standart,128,3,0
104418,(-),mat1dasaran,standart,128,3,0
515125,(-),mat1dasaran,standart,128,3,0
917198,(-),mat1dasaran,standart,128,3,0
092711,(-),mat1dasaran,standart,128,3,0
286646,(-),mat1dasaran,standart,128,3,0
764202,(-),mat1dasaran,standart,128,3,0
466292,(-),mat1dasaran,standart,128,3,0
189188,(-),mat1dasaran,standart,128,3,0
203339,(-),mat1dasaran,standart,128,3,0
036631,(-),mat1dasaran,standart,128,3,0
389303,(-),mat1dasaran,standart,128,3,0
484109,(-),mat1dasaran,standart,128,3,0
397070,(-),mat1dasaran,standart,128,3,0
459190,(-),mat1dasaran,standart,128,3,0
606194,(-),mat1dasaran,standart,128,3,0
202561,(-),mat1dasaran,standart,128,3,0
543679,(-),mat1dasaran,standart,128,3,0
562262,(-),mat1dasaran,standart,128,3,0
747101,(-),mat1dasaran,standart,128,3,0
035037,(-),mat1dasaran,standart,128,3,0
984510,(-),mat1dasaran,standart,128,3,0
939449,(-),mat1dasaran,standart,128,3,0
593261,(-),mat1dasaran,standart,128,3,0
452009,(-),mat1dasaran,standart,128,3,0
608889,(-),mat1dasaran,standart,128,3,0
288593,(-),mat1dasaran,standart,128,3,0
854681,(-),mat1dasaran,standart,128,3,0
582750,(-),mat1dasaran,standart,128,3,0
374786,(-),mat1dasaran,standart,128,3,0
541671,(-),mat1dasaran,standart,128,3,0
610728,(-),mat1dasaran,standart,128,3,0
918734,(-),mat1dasaran,standart,128,3,0
470989,(-),mat1dasaran,standart,128,3,0
413788,(-),mat1dasaran,standart,128,3,0
118100,(-),mat1dasaran,standart,128,3,0
461394,(-),mat1dasaran,standart,128,3,0
071147,(-),mat1dasaran,standart,128,3,0
554924,(-),mat1dasaran,standart,128,3,0
739418,(-),mat1dasaran,standart,128,3,0
513369,(-),mat1dasaran,standart,128,3,0
035064,(-),mat1dasaran,standart,128,3,0
560286,(-),mat1dasaran,standart,128,3,0
940025,(-),mat1dasaran,standart,128,3,0
946451,(-),mat1dasaran,standart,128,3,0
424682,(-),mat1dasaran,standart,128,3,0
280720,(-),mat1dasaran,standart,128,3,0
453643,(-),mat1dasaran,standart,128,3,0
179360,(-),mat1dasaran,standart,128,3,0
508598,(-),mat1dasaran,standart,128,3,0
502136,(-),mat1dasaran,standart,128,3,0
638515,(-),mat1dasaran,standart,128,3,0
039981,(-),mat1dasaran,standart,128,3,0
058350,(-),mat1dasaran,standart,128,3,0
472951,(-),mat1dasaran,standart,128,3,0
116676,(-),mat1dasaran,standart,128,3,0
043511,(-),mat1dasaran,standart,128,3,0
226864,(-),mat1dasaran,standart,128,3,0
505435,(-),mat1dasaran,standart,128,3,0
098475,(-),mat1dasaran,standart,128,3,0
508122,(-),mat1dasaran,standart,128,3,0
127546,(-),mat1dasaran,standart,128,3,0
227431,(-),mat1dasaran,standart,128,3,0
382697,(-),mat1dasaran,standart,128,3,0
694510,(-),mat1dasaran,standart,128,3,0
447410,(-),mat1dasaran,standart,128,3,0
657714,(-),mat1dasaran,standart,128,3,0
931257,(-),mat1dasaran,standart,128,3,0
927511,(-),mat1dasaran,standart,128,3,0
404536,(-),mat1dasaran,standart,128,3,0
766036,(-),mat1dasaran,standart,128,3,0
773716,(-),mat1dasaran,standart,128,3,0
771861,(-),mat1dasaran,standart,128,3,0
565666,(-),mat1dasaran,standart,128,3,0
678066,(-),mat1dasaran,standart,128,3,0
663772,(-),mat1dasaran,standart,128,3,0
328941,(-),mat1dasaran,standart,128,3,0
684489,(-),mat1dasaran,standart,128,3,0
817772,(-),mat1dasaran,standart,128,3,0
594682,(-),mat1dasaran,standart,128,3,0
242848,(-),mat1dasaran,standart,128,3,0
060350,(-),mat1dasaran,standart,128,3,0
214713,(-),mat1dasaran,standart,128,3,0
922580,(-),mat1dasaran,standart,128,3,0
404288,(-),mat1dasaran,standart,128,3,0
431215,(-),mat1dasaran,standart,128,3,0
828305,(-),mat1dasaran,standart,128,3,0
798252,(-),mat1dasaran,standart,128,3,0
470056,(-),mat1dasaran,standart,128,3,0
608434,(-),mat1dasaran,standart,128,3,0
996018,(-),mat1dasaran,standart,128,3,0
569471,(-),mat1dasaran,standart,128,3,0
996717,(-),mat1dasaran,standart,128,3,0
800315,(-),mat1dasaran,standart,128,3,0
039691,(-),mat1dasaran,standart,128,3,0
193945,(-),mat1dasaran,standart,128,3,0
221564,(-),mat1dasaran,standart,128,3,0
148602,(-),mat1dasaran,standart,128,3,0
364488,(-),mat1dasaran,standart,128,3,0
609758,(-),mat1dasaran,standart,128,3,0
070818,(-),mat1dasaran,standart,128,3,0
229382,(-),mat1dasaran,standart,128,3,0
948289,(-),mat1dasaran,standart,128,3,0
519453,(-),mat1dasaran,standart,128,3,0
002389,(-),mat1dasaran,standart,128,3,0
273941,(-),mat1dasaran,standart,128,3,0
538418,(-),mat1dasaran,standart,128,3,0
249465,(-),mat1dasaran,standart,128,3,0
411832,(-),mat1dasaran,standart,128,3,0
386766,(-),mat1dasaran,standart,128,3,0
332289,(-),mat1dasaran,standart,128,3,0
829654,(-),mat1dasaran,standart,128,3,0
299750,(-),mat1dasaran,standart,128,3,0
236903,(-),mat1dasaran,standart,128,3,0
655529,(-),mat1dasaran,standart,128,3,0
887454,(-),mat1dasaran,standart,128,3,0
811655,(-),mat1dasaran,standart,128,3,0
245093,(-),mat1dasaran,standart,128,3,0
235331,(-),mat1dasaran,standart,128,3,0
517819,(-),mat1dasaran,standart,128,3,0
502128,(-),mat1dasaran,standart,128,3,0
593766,(-),mat1dasaran,standart,128,3,0
197576,(-),mat1dasaran,standart,128,3,0
517347,(-),mat1dasaran,standart,128,3,0
086619,(-),mat1dasaran,standart,128,3,0
614129,(-),mat1dasaran,standart,128,3,0
945674,(-),mat1dasaran,standart,128,3,0
281838,(-),mat1dasaran,standart,128,3,0
007716,(-),mat1dasaran,standart,128,3,0
802164,(-),mat1dasaran,standart,128,3,0
269250,(-),mat1dasaran,standart,128,3,0
731893,(-),mat1dasaran,standart,128,3,0
846606,(-),mat1dasaran,standart,128,3,0
915620,(-),mat1dasaran,standart,128,3,0
821282,(-),mat1dasaran,standart,128,3,0
142063,(-),mat1dasaran,standart,128,3,0
661726,(-),mat1dasaran,standart,128,3,0
505743,(-),mat1dasaran,standart,128,3,0
397242,(-),mat1dasaran,standart,128,3,0
996197,(-),mat1dasaran,standart,128,3,0
040166,(-),mat1dasaran,standart,128,3,0
482938,(-),mat1dasaran,standart,128,3,0
535982,(-),mat1dasaran,standart,128,3,0
314257,(-),mat1dasaran,standart,128,3,0
710911,(-),mat1dasaran,standart,128,3,0
968867,(-),mat1dasaran,standart,128,3,0
149295,(-),mat1dasaran,standart,128,3,0
359418,(-),mat1dasaran,standart,128,3,0
649342,(-),mat1dasaran,standart,128,3,0
030943,(-),mat1dasaran,standart,128,3,0
393945,(-),mat1dasaran,standart,128,3,0
570822,(-),mat1dasaran,standart,128,3,0
100353,(-),mat1dasaran,standart,128,3,0
300964,(-),mat1dasaran,standart,128,3,0
286735,(-),mat1dasaran,standart,128,3,0
718723,(-),mat1dasaran,standart,128,3,0
762041,(-),mat1dasaran,standart,128,3,0
333537,(-),mat1dasaran,standart,128,3,0
865611,(-),mat1dasaran,standart,128,3,0
888068,(-),mat1dasaran,standart,128,3,0
714005,(-),mat1dasaran,standart,128,3,0
391516,(-),mat1dasaran,standart,128,3,0
209358,(-),mat1dasaran,standart,128,3,0
648127,(-),mat1dasaran,standart,128,3,0
753451,(-),mat1dasaran,standart,128,3,0
507559,(-),mat1dasaran,standart,128,3,0
478952,(-),mat1dasaran,standart,128,3,0
224478,(-),mat1dasaran,standart,128,3,0
493601,(-),mat1dasaran,standart,128,3,0
632653,(-),mat1dasaran,standart,128,3,0
270351,(-),mat1dasaran,standart,128,3,0
596817,(-),mat1dasaran,standart,128,3,0
562201,(-),mat1dasaran,standart,128,3,0
598315,(-),mat1dasaran,standart,128,3,0
486356,(-),mat1dasaran,standart,128,3,0
714294,(-),mat1dasaran,standart,128,3,0
813908,(-),mat1dasaran,standart,128,3,0
350218,(-),mat1dasaran,standart,128,3,0
618455,(-),mat1dasaran,standart,128,3,0
031729,(-),mat1dasaran,standart,128,3,0
063889,(-),mat1dasaran,standart,128,3,0
610606,(-),mat1dasaran,standart,128,3,0
184778,(-),mat1dasaran,standart,128,3,0
406347,(-),mat1dasaran,standart,128,3,0
227741,(-),mat1dasaran,standart,128,3,0
551347,(-),mat1dasaran,standart,128,3,0
403501,(-),mat1dasaran,standart,128,3,0
032807,(-),mat1dasaran,standart,128,3,0
680205,(-),mat1dasaran,standart,128,3,0
030020,(-),mat1dasaran,standart,128,3,0
757958,(-),mat1dasaran,standart,128,3,0
645390,(-),mat1dasaran,standart,128,3,0
688582,(-),mat1dasaran,standart,128,3,0
687104,(-),mat1dasaran,standart,128,3,0
145058,(-),mat1dasaran,standart,128,3,0
273374,(-),mat1dasaran,standart,128,3,0
754263,(-),mat1dasaran,standart,128,3,0
832650,(-),mat1dasaran,standart,128,3,0
970712,(-),mat1dasaran,standart,128,3,0
093301,(-),mat1dasaran,standart,128,3,0
143283,(-),mat1dasaran,standart,128,3,0
818164,(-),mat1dasaran,standart,128,3,0
200653,(-),mat1dasaran,standart,128,3,0
549338,(-),mat1dasaran,standart,128,3,0
364543,(-),mat1dasaran,standart,128,3,0
479101,(-),mat1dasaran,standart,128,3,0
888722,(-),mat1dasaran,standart,128,3,0
251084,(-),mat1dasaran,standart,128,3,0
428171,(-),mat1dasaran,standart,128,3,0
071880,(-),mat1dasaran,standart,128,3,0
217099,(-),mat1dasaran,standart,128,3,0
202464,(-),mat1dasaran,standart,128,3,0
406603,(-),mat1dasaran,standart,128,3,0
327172,(-),mat1dasaran,standart,128,3,0
178615,(-),mat1dasaran,standart,128,3,0
554867,(-),mat1dasaran,standart,128,3,0
375225,(-),mat1dasaran,standart,128,3,0
528317,(-),mat1dasaran,standart,128,3,0
619206,(-),mat1dasaran,standart,128,3,0
731048,(-),mat1dasaran,standart,128,3,0
310259,(-),mat1dasaran,standart,128,3,0
501147,(-),mat1dasaran,standart,128,3,0
275423,(-),mat1dasaran,standart,128,3,0
971628,(-),mat1dasaran,standart,128,3,0
173625,(-),mat1dasaran,standart,128,3,0
439284,(-),mat1dasaran,standart,128,3,0
526866,(-),mat1dasaran,standart,128,3,0
706020,(-),mat1dasaran,standart,128,3,0
955428,(-),mat1dasaran,standart,128,3,0
064347,(-),mat1dasaran,standart,128,3,0
740271,(-),mat1dasaran,standart,128,3,0
790965,(-),mat1dasaran,standart,128,3,0
197085,(-),mat1dasaran,standart,128,3,0
380001,(-),mat1dasaran,standart,128,3,0
582676,(-),mat1dasaran,standart,128,3,0
926064,(-),mat1dasaran,standart,128,3,0
966500,(-),mat1dasaran,standart,128,3,0
416964,(-),mat1dasaran,standart,128,3,0
083036,(-),mat1dasaran,standart,128,6,0
800761,(-),mat1dasaran,standart,128,6,0
916164,(-),mat1dasaran,standart,128,6,0
919021,(-),mat1dasaran,standart,128,6,0
002111,(-),mat1dasaran,standart,128,6,0
378956,(-),mat1dasaran,standart,128,6,0
748958,(-),mat1dasaran,standart,128,6,0
